股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
000033,*ST新都,,,2016/9/22,证券时报,231,-2,1,2.61,,6.18,8.43,8.3,,0.31,,92.85,0.36,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600889,南京化纤,,,2016/9/29,每日经济新闻,3380,-1.2,1,4.7164,4.6557,6.4967,1.3203,1.0811,49.9449,0.7568,0.7568,33.1475,67.3014,-1,0.9999082088470459,0,0,0.9999111890792847,0,0,0.6736863851547241,0.06248277798295021,0.24892490729689598,0.6731378138065338,0.10921519994735718,0.1866769753396511,0.8862939110169044,0,0.07669235651309673,0.6921842510883625,0.07674590899394108,0.2285570318882282,0.49995362758636475,0,0.4997858703136444,0.9998922944068909,0,0,0.8570535012653896,0,0.12600042990275792,0.8570519174848285,0,0.12600042990275792,0.3749373331665993,0.09182422608137131,0.4997858330607414,0.6249003484845161,0,0.37459007650613785,0.499895840883255,0.49919942021369934,0,0.4999206066131592,0.49919942021369934,0,0.9999115467071533,0,0,0.9999122619628906,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300397,天和防务,,,2016/9/30,上海证券报,246,0,0,-3.7599,-3.7366,-39.4453,2.5296,2.0431,36.8197,0.1337,0.1337,25.8871,36.8498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997958540916443,0,0,0.9998995065689087,0,0,0.9998537302017212,0,0,0.9999144077301025,0,0,0.9999135732650757,0,0,0.9999135732650757,0,0,0.9999035596847534,0,0,0.49993687868118286,0,0.4986017346382141,0.8089108240036738,0.14276299873987833,0.047539089407239644,0.7613648516791207,0.14276725053787231,0.09498151994886853,0.6666058301925659,0.3332084019978841,0,0.6666039625803629,0.3332084019978841,0,0.9998776912689209,0,0,0.9998776912689209,0,0,0.999910831451416,0,0,0,0,0.9990658164024353
002310,东方园林,,,2016/10/13,中国证券报,541,9.3,0,9.2376,8.0235,18.2925,1.5865,0.7812,158.5963,0.4107,0.4107,60.6844,27.9235,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601390,中国中铁,,,2016/10/14,智通财经,1073,17.6,0,2.9214,2.8423,2.5545,1.1743,0.7306,431.3644,0.8764,0.8764,80.231,21.1529,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.9995177984237671,0.9997870326042175,0,0,0.9998370409011841,0,0,0.9998370409011841,0,0,0.9998891353607178,0,0,0.9998891353607178,0,0,0,0.9996398687362671,0,0,0.9996398687362671,0,0.6522782884146038,0.153096290011155,0.15761920966600118,0.8865373573805156,0.10105498213517039,0,0.6249374002218246,0.24577920883893967,0.12494980543851852,0.7133388966321945,0.12107022106647491,0.12494980543851852,0.722114814652337,0.22062301635742188,0,0.7221112781100802,0.22055138481987846,0,0.681857285828426,0.06894621561313498,0.2372425465748228,0.6815796926103789,0.1033860342255954,0.20667788078045024
300376,易事特,,,2016/10/14,其他,225,5.3,0,8.4672,6.2825,9.6595,1.4055,1.313,148.9123,0.7711,0.7711,59.5094,24.463,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998990297317505,0,0,0.9998990297317505,0,0,0.9999114274978638,0,0,0.999869704246521,0,0,0.6922301420798669,0.07671768848712628,0.22051804340802705,0.9229614918048565,0,0.07671473117975089,0.9998013377189636,0,0,0.8749004676938057,0,0.1246851459145546,0.9850882933689997,0,0,0.9199386147352365,0,0.07689033563320453,0.9999055862426758,0,0,0.9999055862426758,0,0,0.4999535083770752,0,0.499689519405365,0.49994969367980957,0,0.38033899664878845,0.7686998614898095,0.15277981758117676,0.07676310264147244,0.7686869272818933,0.15277981758117676,0.07688796061735886
600781,辅仁药业,,,2016/10/14,经济观察报,2514,-8.82,1,4.93,,3.94,0.6,0.35,,0.4,,65.99,73.61,-7,,,,,,,,,,,,,,,,,,,0.6609725952148438,0,0.3332046866416931,0.6454510490099589,0,0.3332046866416931,0.7776763141155243,0.07140724573816572,0.14206364750862122,0.7776957707745689,0.07140724573816572,0.14206364750862122,0.997177004814148,0,0,0.997177004814148,0,0,0.4997360408306122,0.49859970808029175,0,0.49967703223228455,0.49859970808029175,0,0.5800662371847365,0.2854218505046986,0.11104694339964125,0.6169166255880285,0.2535603134720414,0.11103790998458862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000673,当代东方,,,2016/10/14,每日经济新闻,2022,-28.875,1,7.58,,19.52,3.93,3.1,,0.34,,21.72,34.43,-29,0.9999092817306519,0,0,0.9999110698699951,0,0,0.9999023675918579,0,0,0.9999023675918579,0,0,0.9999120235443115,0,0,0,0.997978150844574,0,0.5877593278884887,0,0.3997309684753418,0.5877618789672852,0,0.3996975541114807,0.799914813041687,0.10281915664672851,0,0.9989137649536133,0,0,0.9999117255210876,0,0,0.9995958805084229,0,0,0.9999105930328369,0,0,0,0,0.9995735287666321,0.9998571475346884,0,0,0.8887735539012485,0,0.1110688050587972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600771,广誉远,,,2016/10/15,中国经营报,2445,11.35625,1,11.8368,8.8638,19.1124,4.4572,4.2055,24.212,0.5839,0.5839,19.3013,16.2196,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300021,大禹节水,,,2016/10/18,第一财经,355,17,0,5.0571,4.2526,5.9046,2.0458,1.4605,83.1627,0.4923,0.4923,44.609,21.4264,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999518394470215,0,0.4260871708393097,0.4999518394470215,0,0.4260871708393097,0.9998931884765625,0,0,0,0,0.9995492100715637,0.7498998939990997,0,0.24961388111114502,0.749910831451416,0,0.24961388111114502,0.9997778534889221,0,0,0.9997778534889221,0,0,0.9956033726533254,0,0,0.9955779115358988,0,0,0.8725302815437317,0,0,0.9309245944023132,0,0,0.9998899102210999,0,0,0.9998712539672852,0,0,0.555501209364997,0,0.36714176999198067,0.5555039644241333,0,0.36714176999198067
002717,岭南园林,,,2016/10/19,上海证券报,262,5,0,6.7025,5.634,11.5433,1.4717,0.8838,100.6612,0.5723,0.5723,50.1204,40.4329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999913215637207,0,0,0.9999134540557861,0,0,0.9999027252197266,0,0,0.999893069267273,0,0,0.999800980091095,0,0,0.999901533126831,0,0,0.9996556043624878,0,0,0.9997385144233704,0,0,0.6620520477493604,0.08272890001535416,0.2403846581776937,0.662034605940183,0.08324433366457622,0.2403846581776937,0.8398673440280714,0.15784666099046407,0,0.8418148536431161,0.15785324573516846,0,0.7495801548163096,0.07853422065575917,0.16653373837471008,0.7309479415416718,0.07853422065575917,0.16655517369508743,0.9999077916145325,0,0,0.9999077916145325,0,0
603883,老百姓,,,2016/10/19,其他,2620,5.93999999999999,1,10.1658,9.0176,6.6866,1.3739,0.8149,160.2016,1.3994,1.3994,60.3777,40.0909,6,0.9999058246612549,0,0,0.9999058246612549,0,0,0.9998980760574341,0,0,0.9999125003814697,0,0,0.9999066591262817,0,0,0.9999066591262817,0,0,0.4998881220817566,0.24935412406921387,0.24629732966423035,0.7496994733810425,0,0.24629732966423035,0.5713567308017186,0,0.4283249718802316,0.5713571224893842,0,0.4283249718802316,0.8659279505411784,0.06665070454279581,0.066640571753184,0.7992674430211385,0.06665070454279581,0.13327066898345946,0.808278039097786,0.062485601752996445,0.12488777562975883,0.8088747151196003,0.062485601752996445,0.12488777562975883,0.9998778253793716,0,0,0.7498866766691208,0,0.24949385225772858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603567,珍宝岛,,,2016/10/19,其他,2031,-10.048,1,10.2205,9.8469,20.5433,2.2402,1.5341,49.1105,0.3867,0.3867,32.908,31.4356,-12,0.9998680353164673,0,0,0.999897837638855,0,0,0,0,0.9996013045310974,0,0,0.9996013045310974,0.999901533126831,0,0,0.999901533126831,0,0,0.999895453453064,0,0,0.9998841285705566,0,0,0.39990572929382323,0.2951078176498413,0.19990253448486328,0.7998256921768189,0.0951692819595337,0,0.8635266914087183,0.05880296931547277,0.05877659250708187,0.8634062970385832,0.05880296931547277,0.05877659250708187,0.7498649656772614,0,0.24990274012088776,0.749899610877037,0,0.24990351498126984,0.9998672753572464,0,0,0.9998672753572464,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600196,复星医药,,,2016/10/27,智通财经,595,30.3,0,9.7081,9.0908,23.2378,1.0649,0.8996,83.4488,0.3569,0.3569,42.3084,75.4059,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999127388000488,0,0,0.9999120235443115,0,0,0,0,0.9987708926200867,0.9999126195907593,0,0,0.9998887777328491,0,0,0.9999045133590698,0,0,0.9999097585678101,0,0,0.9999097585678101,0,0,0.7499289810657501,0,0.24988535046577454,0.9999016225337982,0,0,0.499955952167511,0.49987438321113586,0,0.9998875856399536,0,0,0,0.49980291724205017,0.4997975528240204,0,0.4984472393989563,0.4997975528240204,0.9999007880687714,0,0,0.9999028444290161,0,0
600351,亚宝药业,,,2016/10/30,经济观察报,4254,11.1099999999999,1,1.3419,1.3493,-3.3451,1.1968,0.8342,56.2114,0.4271,0.4271,35.0768,62.1936,12,0.9999129772186279,0,0,0.9999053478240967,0,0,0.9965820908546448,0,0,0.9965820908546448,0,0,0.9970237612724304,0,0,0.9970237612724304,0,0,0.999528169631958,0,0,0.999528169631958,0,0,0.993872880935669,0,0,0.9998779296875,0,0,0.49989190697669983,0.4998021423816681,0,0.9547766745090485,0,0,0.6314447522163391,0.08557021617889404,0.2441867056645845,0.7846610608853792,0.08557021617889404,0.10511009002986707,0.6807709857821465,0.12099018941322963,0.16381144026915231,0.7846270228425661,0.12075490256150563,0.08327100922664006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603189,网达软件,,,2016/11/1,证券日报,1728,13.462,1,11.372,8.4182,30.1737,16.4465,16.0411,6.649,0.3589,0.3589,6.2344,16.1575,14,0.9998807311058044,0,0,0.9998359382152557,0,0,0.997455894947052,0,0,0.9998682737350464,0,0,0.9999129772186279,0,0,0.9999016523361206,0,0,0.6665924787521362,0,0.33319956064224243,0.9996886054674784,0,0,0.8165813491378032,0.04222797759821717,0.1406213254995749,0.7833687234932268,0.05632473213571898,0.15457034362873562,0.7304340180228738,0.07342208045370438,0.19004124753615437,0.7600955253138262,0.04407483426963582,0.19024918447522557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001,特锐德,,,2016/11/2,其他,859,49.75,0,2.585,1.9976,2.2812,1.0553,0.9508,328.0884,0.6742,0.6742,75.0587,31.6601,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999037981033325,0,0,0.9999037981033325,0,0,0.999876856803894,0,0,0.999876856803894,0,0,0.9999033212661743,0,0,0.998051792383194,0,0,0.4992258995771408,0.39427344501018524,0,0.7495193332433701,0.24983395636081696,0,0.9998580664396286,0,0,0.8748684972524643,0.1237487941980362,0,0.7683205237755408,0.07681245528734647,0.11414048304924598,0.8460559569872342,0,0.1252417931189904,0.9988148212432861,0,0,0.9998810631888253,0,0,0.8851829320192337,0,0,0.7498839646577835,0,0.24990229308605194
300399,京天利,,,2016/11/7,证券日报,5138,-88.05,1,3.8574,3.6548,14.1349,11.8696,11.7769,13.1849,0.601,0.601,11.357,14.4097,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002680,长生生物,,,2016/11/8,上海证券报,691,21.9,0,12.75,,48.91,7.9,7.31,,0.26,,11.27,16.64,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4894808977842331,0,0.48280151933431625,0.48947885632514954,0,0.4847578853368759,0.9986608847975731,0,0,0.9986540898680687,0,0,0.9999045133590698,0,0,0.9999045133590698,0,0,0.7499235570430756,0,0.24989290535449982,0.49995461106300354,0.24987179040908813,0.24989362061023712,0.8570420614310673,0.0714112903390612,0.07040091497557503,0.5713554663317544,0.2856406016009195,0.13636866211891174,0.7142181055886405,0,0.2855549454689026,0.8545952354158673,0,0.1427745819091797,0.8332157631715139,0,0.1666010320186615,0.6665956576665243,0.16662529110908508,0.1666010320186615,0.6620818972587585,0,0.3329566915829976,0.3332996368408203,0.33270204067230225,0.3329566915829976
300070,碧水源,,,2016/11/8,其他,1056,11.6,0,9.1327,7.2063,24.8823,1.1217,1.0904,99.6861,0.3543,0.3543,48.6454,51.545,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5617589056491852,0,0.3583451062440872,0.5459808856248856,0.1245257556438446,0.24989107251167297,0.9998801946640015,0,0,0.9998801946640015,0,0,0.9999074339866638,0,0,0.9999099969863892,0,0,0.9941129154629178,0,0,0.87664352522956,0,0.11102261145909627,0.8866343630684747,0.111085487736596,0,0.7604794171121385,0.22195767694049412,0,0.8570612328393119,0.14282367059162684,0,0.8570612328393119,0.14282367059162684,0,0.9997925261656443,0,0,0.9997921784718832,0,0,0.9403080309138578,0.05730855464935303,0,0.9404012595905977,0.05730855464935303,0
600318,新力金融,,,2016/11/8,证券市场周刊,5580,-0.71,1,8.4859,9.2303,45.1644,0.7127,0.7127,281.989,0.1207,0.1207,59.1879,79.0455,0,0.9999127388000488,0,0,0,0.8240349292755127,0,0.999886155128479,0,0,0.999886155128479,0,0,0.49525147676467896,0,0,0,0.9997391104698181,0,0.9998928308486938,0,0,0.9999054670333862,0,0,0.9998737573623657,0,0,0.9998737573623657,0,0,0.9999085664749146,0,0,0.9998961687088013,0,0,0,0,0.9995474219322205,0,0,0.9995449185371399,0.897329717874527,0.06445992588996888,0,0.8973202109336853,0.06445992588996888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300398,飞凯材料,,,2016/11/14,北京商报,1253,-4.1,0,7.3992,6.9215,13.0617,1.5367,1.374,46.3878,0.3656,0.3656,31.6866,54.8385,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998973608016968,0,0,0.9998733997344971,0,0,0.9999023675918579,0,0,0.9999023675918579,0,0,0.9999080896377563,0,0,0.9999080896377563,0,0,0.9999115467071533,0,0,0.9999115467071533,0,0,0.9999022483825684,0,0,0.9999111294746399,0,0,0.9998774528503418,0,0,0.9998774528503418,0,0,0,0,0.9664474129676819,0,0,0.9664474129676819,0.9999130964279175,0,0,0.9999130964279175,0,0
600663,陆家嘴,,,2016/11/16,证券日报,2675,-1.5,1,6.2374,6.071,32.7099,0.7888,0.5659,435.9407,0.1648,0.1648,74.5864,59.3299,1,0.49995195865631104,0,0.49974769353866577,0.9998224079608917,0,0,0.9999123215675354,0,0,0.49995630979537964,0,0.49919289350509644,0.9996576309204102,0,0,0,0,0.9993675351142883,0.9999107122421265,0,0,0.9999107122421265,0,0,0.999858945608139,0,0,0.7497796565294266,0.24317969381809235,0,0.4999534487724304,0,0.4973369240760803,0.9998520016670227,0,0,0.9985875984032949,0,0,0.6665111283461252,0,0.32854242126146954,0.9998201727867126,0,0,0.9997652173042297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300103,达钢路机,,,2016/11/16,21世纪经济报道,2924,34.952224,1,2.0306,2.0437,12.4427,6.1856,5.4771,16.7864,0.2188,0.2188,14.3736,14.3762,1,0.9998915195465088,0,0,0.9999092817306519,0,0,0.9999034404754639,0,0,0.9999034404754639,0,0,0.49995720386505127,0.4956876337528229,0,0.4999571442604065,0.4956876337528229,0,0.8332579930623373,0.1648034155368805,0,0.8332547346750895,0.1648034155368805,0,0.8058726149936055,0.08838486116985943,0.09233787863753563,0.7904240572175314,0.09260797639225804,0.115460172642109,0.7735885551997593,0.05093463282195889,0.16179212866997233,0.7414884725395514,0.06072030262071259,0.18117874982405682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001,特锐德,,,2016/11/17,中国证券报,341,6,0,2.585,1.9976,2.2812,1.0553,0.9508,328.0884,0.6742,0.6742,75.0587,31.6601,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998884201049805,0,0,0.9959063529968262,0,0,0.9984026402235031,0,0,0.9986806437373161,0,0,0.8570584910256522,0.14282196760177612,0,0.714215874671936,0.14282196760177612,0.11266090188707624,0.4999080002307892,0,0.4350703954696655,0.4999080002307892,0,0.4350703954696655,0.6609593530495962,0.10896208882331848,0.16659842928250632,0.8280681669712067,0,0.1665291686852773,0.999873161315918,0,0,0.9997735619544983,0,0,0.9915637969970703,0,0,0.8979887962341309,0,0,0.5960137724876404,0,0.3947167158126831,0.5988996863365174,0,0.3947167158126831
300392,腾信股份,,,2016/11/17,上海证券报,1458,-45.4,0,-20.19,,-23.09,1.43,1.43,,0.93,,57.38,23.85,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999120235443115,0,0,0.9999120235443115,0,0,0.9999115467071533,0,0,0.9998855590820312,0,0,0.9942639470100403,0,0,0.999198853969574,0,0,0.9995129108428955,0,0,0.9998593330383301,0,0,0.986933171749115,0,0,0.986933171749115,0,0,0.999877393245697,0,0,0.9998767971992493,0,0
603986,兆易创新,,,2016/11/21,自媒体,785,29.84,1,14.3363,11.0312,10.8845,4.5396,3.2529,30.5448,1.159,1.159,23.3897,14.046,30,0,0.9997764229774475,0,0,0.9997764229774475,0,0.9999104738235474,0,0,0.9999091625213623,0,0,0.9994798302650452,0,0,0.9999126195907593,0,0,0.7495485693216324,0.24993591010570526,0,0.7499238103628159,0.24986208230257034,0,0.8460184473257798,0.15379916246120745,0,0.6153261844928448,0.15372474835469171,0.2286504552914546,0.8419675795655501,0.14568827340477392,0,0.7893462432058234,0.21036932970348157,0,0.8995543658733368,0,0.09848991632461548,0.8995002210140228,0,0.09848991632461548,0.82514538615942,0.0416534294684728,0.1248621717095375,0.7499245901902517,0.06394708156585693,0.14675066123406091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600491,龙元建设,,,2016/11/22,上海证券报,88,3,0,2.3249,2.1958,3.4273,1.2006,0.6194,416.2807,0.5632,0.5632,79.9793,9.9742,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7057168553857243,0,0.2927081304437974,0.7057168483734131,0,0.2927081304437974,0.7778106892810148,0,0.17610824809354894,0.7977670466198641,0.05880283608156092,0.1168287571738748,0.4968726336956024,0,0.49963612854480743,0.2499711513519287,0,0.7492765933275223,0.7969973504543304,0.09996389150619507,0.058394336700439455,0.6970058619976044,0.1997881770133972,0.058394336700439455,0.9775173425674438,0,0,0.977337384223938,0,0,0.6311189532279968,0.05260877546511198,0.31549885712171855,0.6837455567560697,0,0.31508480875115646,0.8886881007088555,0,0.11069701777564155,0.888688776228163,0,0.11104900969399346,0.9948143064975739,0,0,0.8332433601220449,0.13955936829249063,0
002616,长青集团,,,2016/11/23,中国证券报,176,3.8,0,7.5859,7.1764,8.5166,0.8806,0.6329,64.5076,0.6191,0.6191,39.2125,70.6558,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,北京文化,,,2016/11/24,中国证券报,6561,49.22,1,19.4613,12.3543,67.381,5.9476,5.4699,19.2493,0.2766,0.2766,16.1005,37.1864,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000038,深大通,,,2016/11/25,中国证券报,215,9.5,0,8.4,,26.38,3.14,2.61,,"0.29
",,20.02,44.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600306,*ST商城,,,2016/11/25,上海证券报,2067,-17.472,1,10.0281,11.6535,11.5425,0.1086,0.0652,2418.0787,0.4935,0.4935,95.9909,89.6831,-15,0.49995458126068115,0.49983417987823486,0,0.999879002571106,0,0,0.9997072815895081,0,0,0,0,0.9996016621589661,0.9999133348464966,0,0,0.9999102354049683,0,0,0.6918745224292462,0.15141126284232506,0.15377690700384286,0.6907502962992742,0.15367009089543268,0.15362740938480085,0.7802783465385437,0.06166595220565796,0.1169657588005066,0.7167434740066528,0.10165854215621949,0.15672736644744872,0.7107536196708679,0,0.2821686012404306,0.8536031671932766,0,0.14277763877596175,0.49993542581796646,0,0.458795428276062,0.7498761937022209,0,0.24774247407913208,0.7824372011318541,0.03506026037952356,0.16132675032866628,0.7724337462793317,0.0524255727466784,0.1505515930945413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600571,信雅达,,,2016/11/29,证券时报,149,0,0,9.4301,9.0512,9.6512,2.3211,1.9168,42.0989,0.8404,0.8404,28.3405,34.2211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999111890792847,0,0,0.9999111890792847,0,0,0,0.49347853660583496,0.4998086094856262,0.9873576760292053,0,0,0.9999132752418518,0,0,0.9999138712882996,0,0,0.6999157488346099,0.19993801712989806,0.09990379810333253,0.5999336063861846,0.19993801712989806,0.19984246492385865,0.7016973635729622,0.05880999915740069,0.210853075279909,0.5881471213172463,0.11551440463346593,0.2696508519789752,0.6630943275633312,0.09513741163980394,0.23768603801727295,0.7881017043477013,0,0.19020983434858776,0.7537275433540345,0.042030678297344005,0.1989103260793184,0.7741681387549952,0.03155941524003682,0.18462319374084474
002717,岭南园林,,,2016/11/30,上海证券报,252,19,0,6.7025,5.634,11.5433,1.4717,0.8838,100.6612,0.5723,0.5723,50.1204,40.4329,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976704716682434,0,0,0.9976704716682434,0,0,0.9998778104782104,0,0,0.9998778104782104,0,0,0.7438872903585434,0.12358185648918152,0.12422505766153336,0.624878890812397,0.24854721873998642,0.12422505766153336,0.618313635650434,0.10517461990055285,0.2326972861039011,0.7353396384339583,0.10517451323960957,0.15582735601224398,0.7725349854339253,0.11624761874025519,0.09084095738150856,0.8180122863162648,0.02537703514099121,0.1268467198718678,0.6406175725989871,0.0319877995385064,0.2703003187974294,0.6406212879551781,0.05553992920451694,0.27029882868131,0.6825454252106803,0.13051225117274692,0.16559302295957293,0.6568375280925206,0.102021781035832,0.2227082167352949,0.7498922497034073,0,0.24990379810333252,0.749890074133873,0,0.24990160763263702
