股票代码,原文,标题,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,新闻来源备注,原文长度,情感分数,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2
000605,"　　渤海股份30日午间公告，公司全资子公司滨海水业与嘉诚环保组成的联合体预中标卢龙县水处理及其他市政工程PPP项目。

　　据了解，该PPP项目规划实施范围内的建设内容包含22个子项目。其中畜禽养殖类建设养殖小区49个；建设污水处理设施总处理规模 10.5万吨/天；供水规模11.43万吨/天；污泥、粉浆水沉淀物、排泄物等综合利用项目处理能力18万吨/年；供热面积63.53万m2/年； 新建污水收集管网115.57km，新建供水管网124.6km，新建供热管网1.74km。该项目若顺利实施，将对渤海股份未来的经营业绩产生 积极影响。",渤海股份预中标水处理PPP项目,,,2016-08-30,中国证券报,,268,4.8,2.8499,2.4294,8.4343,0.3624,0.356,217.982,0.2704,0.2704,65.8364,79.446,4
002551,"　　公司于2016年9月1日收到招标单位陕西省采购招标有限责任公司发来的《中标通知书》（编号：NO.SCZD2016 招函1088/1）。通知确定公司全资子公司广东尚荣工程总承包有限公司在陕西省澄城县医院整体迁建融资建设项目（招标编号：SCZD2016-ZB-1088/1,开标时间：2016年8月15日）招标工作中，评标委员会依据各投标单位的投标文件，经过评审程序，推荐出中标候选单位。其评标结果经陕西省澄城县医院审核后，确定广东尚荣为中标单位，中标金额为人民币陆亿元整（6亿元），具体金额以最终签署的合同为准。 此次合同签订对公司未来业绩有积极影响。",尚荣医疗：中标6亿建设项目,,,2016-09-02,上海证券报,,277,1.0,4.9653,4.2924,7.9331,1.5149,1.3039,106.9786,0.5547,0.5547,46.5051,42.1352,1
600831,"　　广电网络（600831）9月2日发布晚间消息称，为进一步推动“互联网+”战略合作在汉中市城固县的开展，广电网络汉中分公司与城固县人民政府于9月1日在城固县签订《“互联网+”战略合作协议》，建立战略合作伙伴关系，推进城固县“互联网+”智慧城市建设，加快当地互联网、云计算、大数据、物联网等信息产业优化升级。

　　公告称，广电网络大力推进“互联网+”重点领域的信息化建设和合作，加强城固县“互联网+”基础设施建设，提升“互联网+云计算服务”能力，加强“互联网+”应用拓展合作，实现信息网络、信息应用、信息技术和信息产业的全面良性互动。

　　城固县政府作为广电网络的重要战略合作伙伴，积极支持广电网络参与城固县“互联网+”重点信息化项目建设。本次协议的签订，是公司与汉中市政府“互联网+”战略合作在城固县的进一步落地推广，有利于公司发挥优势，发展智慧业务，带动产业升级和转型发展。",广电网络与陕西城固县政府签订“互联网+”合作协议,,,2016-09-03,证券时报,,391,24.6,3.3362,3.0531,4.7304,0.6473,0.6024,130.8208,0.4353,0.4353,56.2534,73.0373,24
000826,"启迪桑德（000826）9月6日早间公告，公司于 2016 年 9 月 5 日收到招标单位吉林省白城市洮北区住房和城乡建设局发出的《中标通知书》，中标通知书确认公司为“白城市洮北区垃圾焚烧发电厂 BOT 特许经营项目”的中标单位。

　　项目规划建设规模为日处理生活垃圾 700 吨（具体规模以最终设计批复为准），采用机械炉排炉焚烧工艺。项目采用 BOT 模式投建及运营，预计建设工期为二年；项目预计投资：4 亿元人民币，项目实际投资额以相关设计批复和项目建设期完成后竣工决算为准。

　　公司称，白城市洮北区垃圾焚烧发电厂 BOT 特许经营项目的中标事项，将对公司固体废弃物处置业务拓展及区域业务扩张带来一定积极影响，公司将对白城市洮北区垃圾焚烧发电厂 BOT 特许经营项目的投资符合公司主营业务战略规划，并将有利于巩固公司固体废弃物处置领域的竞争优势，中标该项目以及项目未来的建设运营对公司以后年度经营业绩将产生积极的影响。公司中标该项目不会影响公司业务的独立性。",启迪桑德中标垃圾焚烧发电厂BOT项目 预计总投资4亿元,,,2016-09-06,中国证券报,,434,6.0,8.1812,6.9708,17.0665,0.6991,0.657,176.8026,0.3545,0.3545,63.4651,66.0939,5
601919,"中国远洋(01919)董事会宣布，执行董事许遵武先生获委任为总经理，自公告日(2016年9月9日)起生效。

资料显示，许遵武先生，59岁，现任公司执行董事、总经理、党委副书记(主持党委工作)。毕业于上海海运学院远洋运输专业，高级经济师。其拥有30多年航运业经验和丰富的企业经营管理经验。

许遵武先生曾于公司控股股东的多家附属公司任职，包括广州远洋运输公司副总经理，中远散货运输有限公司副总经理，中远(香港)航运有限公司副总经理、董事总经理，中远(香港)集团有限公司副总裁兼中远(香港)航运有限公司董事总经理兼深圳远洋运输有限公司总经理，中远散货运输有限公司董事总经理，中远散货运输(集团)有限公司(原为公司附属公司，现为公司控股股东的附属公司)副董事长、董事总经理、公司副总经理及代总经理等职。

",中国远洋(01919)委任许遵武为公司总经理,,,2016-09-09,智通财经,,351,2.0,-5.0721,-5.9377,-11.1194,1.3541,1.3074,448.0846,0.508,0.508,68.6185,62.0882,2
002121,"近日，深圳科陆电子科技股份有限公司（以下简称“科陆电子”）成功中标海外项目，并于日前收到了项目招标人，NepalElectricityAuthority尼泊尔国家电力局发来的《中标通知书》。

科陆电子将成为Procurementof Plantfor New Khimti-BArhabise 220/400kV Transmission Line (Design，SupplyandInstall)新金堤-巴哈必色220/400kV输电线路总包项目的中标联合体单位。

此项目作为科陆电子在尼泊尔电力市场的首个超高电压邓婕EPC项目，使科陆电子成功迈入我国国内屈指可数的拥有海外超高电压等级EPC项目的民营企业之一。据悉，科陆电子此次的中标金额约为1.35亿人民币，项目建设时间约为2.5年。科陆电子此次项目主要负责包含44千米400kV输电线路设计采购施工EPC工程项目。

对于此次成功中标海外项目，科陆电子表示，若本项目顺利实施,不但会对公司未来业绩和拓展输变配电工程总包业务具有积极意义，也可为公司后续海外EPC总包项目的开拓和实施提供更多的借鉴经验。",科陆电子中标海外输电线项目 金额达1.35亿,,,2016-09-09,其他,,482,7.0,4.6773,4.3118,5.8849,1.0452,0.8488,355.659,0.2806,0.2806,77.1515,52.753,7
002717,"　　中证网讯 岭南园林（002717）9月19日午间公告，公司收到招标代理机构山东省鲁成招标有限公司发出的《中标通知书》，确定公司和全资子公司岭南园林设计有限公司联合体为乳山市城市绿化景观建设及提升改造PPP项目的联合中标人，项目总投资为55,475万元。",岭南园林中标5.55亿元PPP项目,,,2016-09-19,中国证券报,,128,3.0,6.7025,5.634,11.5433,1.4717,0.8838,100.6612,0.5723,0.5723,50.1204,40.4329,3
601933,"泰禾集团9月19日晚间公告，公司下属子公司福州中维房地产开发有限公司（简称“福州中维”）拟与永辉超市股份有限公司（股票代码：601933）等发起设立福建华通银行股份有限公司（简称“福建华通银行”）。福建华通银行拟定注册资本为30亿元，其中福州中维拟以自有资金不超过1.5亿元认购福建华通银行5%股份。

　　公告显示，福建华通银行拟定发起人共10名，主要股东中，永辉超市出资额为6.6亿元，出资占比为22%，为第一大股东；阳光控股有限公司、福建永荣控股集团有限公司分别出资6.3亿元、6亿元，出资占比分别为21%和20%，分别为第二、第三大股东。

　　泰禾集团表示，在国家提出“扩大民间资本进入金融业，尝试由民间资本发起设立自担风险的民营银行”背景下，民营银行面临很大的发展机遇和良好的前景。此次公司下属公司福州中维作为发起人参与设立福建华通银行，符合公司以房地产为核心，金融和投资为两翼的战略发展目标，将进一步丰富公司金融板块，推动金融资本与实业资本融合发展，为公司带来新的利润增长点，确保公司持续健康、快速稳定的发展。

",泰禾集团拟1.5亿参与发起设立民营银行福建华通银行,,,2016-09-19,中国证券报,,464,11.8,5.6461,4.7701,3.0419,2.0465,1.5113,53.1124,1.9795,1.9795,34.638,30.1373,11
300210,"森远股份22日晚间公告，公司与吉林市市政建设集团有限公司组成的联合体预中标吉林市地下综合管廊政府与社会资本合作（PPP）项目（江南和东部区域管廊建设项目一标段）。项目报价金额为44.43亿元，项目建设内容包括负责建设范围内管廊工程的投资、建设、运营、维护。

　　森远股份表示，上述项目对公司转型发展，开拓新的业务领域具有重要意义，项目目前尚处预中标公示期，公示期结束后确定最终中标商以及签署相关项目协议，合同履行对公司未来年度的经营业绩产生较为积极的影响，并形成公司新的利润增长点。",森远股份联合体预中标44亿元PPP项目,,,2016-09-22,上海证券报,,242,7.0,5.2828,4.8627,17.9679,1.4408,1.1126,66.3158,0.2398,0.2398,39.8304,45.9731,7
300397,"公司的全资子公司西安天伟电子系统工程有限公司于2016年9月27日与军方某部（以下简称 “甲方”）就“TH-S711便携式地空导弹作战指挥系统”签订了《TH-S711便携式地空导弹作战指挥系统特装采购合同》，合同金额为3,486万元人民币，合同金额占公司2015年经审计的营业收入的44.76%。此采购合同的签订对公司财务状况及经营情况的影响由装备的军检及实际交付进度决定。若2016年年底前能取得军方的产品验收合格证，将增加公司2016年第四季度的营业收入，此合同签订对公司业绩有积极影响。",天和防务：子公司签订3486万日常经营合同,,,2016-09-30,上海证券报,,246,0.0,-3.7599,-3.7366,-39.4453,2.5296,2.0431,36.8197,0.1337,0.1337,25.8871,36.8498,0
